[1] ADD,umhaEY4lil,91628.00 
[8718] COMMIT_SELL,sYJRWa0Mih 
[8719] QUOTE,umhaEY4lil,VET 
[8720] BUY,umhaEY4lil,ZIM,371.56 
[8721] COMMIT_SELL,w69hSQMdyy 
[8722] DISPLAY_SUMMARY,sYJRWa0Mih 
[8723] CANCEL_SET_SELL,xFrzsBbeiS,HPK 
[8724] SELL,sYJRWa0Mih,MVO,288.01 
[8725] SET_BUY_TRIGGER,BqhMWgFe1n,UAN,179.69 
[8726] BUY,BqhMWgFe1n,LXU,468.10 
[8727] CANCEL_BUY,umhaEY4lil 
[8728] DISPLAY_SUMMARY,umhaEY4lil 
[8729] BUY,umhaEY4lil,ABB,218.57 
[8730] SET_BUY_AMOUNT,kul4JJSoHc,LAC,20.93 
[8731] QUOTE,BqhMWgFe1n,INO 
[8732] SELL,ojovZ9YLZM,RY,607.21 
[8733] ADD,BqhMWgFe1n,77398.74 
[8734] QUOTE,BqhMWgFe1n,CVE 
[8735] BUY,jzi5Fg2GGS,GME,175.99 
[8736] COMMIT_BUY,umhaEY4lil 
[8737] COMMIT_BUY,w69hSQMdyy 
[8738] SET_BUY_AMOUNT,w69hSQMdyy,SLI,257.71 
[8739] COMMIT_SELL,ojovZ9YLZM 
[8740] QUOTE,jzi5Fg2GGS,TD 
[8741] QUOTE,CqOb5G0hB4,NIO 
[8742] QUOTE,CqOb5G0hB4,DDS 
[8743] BUY,jzi5Fg2GGS,AAL,550.96 
[8744] DISPLAY_SUMMARY,xFrzsBbeiS 
[8745] COMMIT_SELL,sYJRWa0Mih 
[8746] COMMIT_SELL,LwNQpkd8mr 
[8747] BUY,BqhMWgFe1n,SU,196.92 
[8748] COMMIT_SELL,CqOb5G0hB4 
[8749] SET_SELL_AMOUNT,umhaEY4lil,NIO,237.19 
[8750] QUOTE,LwNQpkd8mr,AAT 
[8751] BUY,ojovZ9YLZM,BTU,518.13 
[8752] SET_BUY_TRIGGER,kul4JJSoHc,QQQ,14.33 
[8753] DISPLAY_SUMMARY,kul4JJSoHc 
[8754] COMMIT_BUY,BqhMWgFe1n 
[8755] BUY,sYJRWa0Mih,LXU,665.32 
[8756] DISPLAY_SUMMARY,w69hSQMdyy 
[8757] COMMIT_SELL,kul4JJSoHc 
[8758] BUY,BqhMWgFe1n,AR,391.22 
[8759] ADD,kul4JJSoHc,88563.61 
[8760] COMMIT_BUY,jzi5Fg2GGS 
[8761] QUOTE,LwNQpkd8mr,CVE 
[8762] BUY,sYJRWa0Mih,RY,158.49 
[8763] CANCEL_SET_BUY,jzi5Fg2GGS,AC 
[8764] COMMIT_SELL,w69hSQMdyy 
[8765] SET_SELL_TRIGGER,xFrzsBbeiS,AC,132.51 
[8766] COMMIT_BUY,sYJRWa0Mih 
[8767] QUOTE,kul4JJSoHc,HPK 
[8768] SET_SELL_TRIGGER,umhaEY4lil,NIO,185.76 
[8769] DISPLAY_SUMMARY,umhaEY4lil 
[8770] COMMIT_BUY,BqhMWgFe1n 
[8771] ADD,BqhMWgFe1n,89439.27 
[8772] ADD,w69hSQMdyy,65827.06 
[8773] BUY,BqhMWgFe1n,RY,557.61 
[8774] DISPLAY_SUMMARY,CqOb5G0hB4 
[8775] BUY,w69hSQMdyy,NRT,415.84 
[8776] CANCEL_SET_SELL,CqOb5G0hB4,HPK 
[8777] ADD,LwNQpkd8mr,73256.91 
[8778] QUOTE,LwNQpkd8mr,HPK 
[8779] QUOTE,sYJRWa0Mih,AC 
[8780] CANCEL_SET_SELL,umhaEY4lil,OXY 
[8781] BUY,sYJRWa0Mih,CNR,403.18 
[8782] BUY,kul4JJSoHc,HBB,364.52 
[8783] QUOTE,xFrzsBbeiS,AME 
[8784] SELL,LwNQpkd8mr,AMR,350.47 
[8785] BUY,umhaEY4lil,MVO,154.14 
[8786] SET_BUY_AMOUNT,BqhMWgFe1n,DIS,395.52 
[8787] COMMIT_SELL,LwNQpkd8mr 
[8788] CANCEL_SET_SELL,sYJRWa0Mih,CNQ 
[8789] SET_BUY_TRIGGER,CqOb5G0hB4,CVE,10.81 
[8790] SET_SELL_TRIGGER,CqOb5G0hB4,ZIM,149.56 
[8791] BUY,xFrzsBbeiS,AAL,389.35 
[8792] BUY,BqhMWgFe1n,QQQ,241.74 
[8793] SET_SELL_AMOUNT,w69hSQMdyy,AMR,595.94 
[8794] BUY,CqOb5G0hB4,RY,665.58 
[8795] SET_SELL_TRIGGER,w69hSQMdyy,AMR,116.78 
[8796] COMMIT_BUY,xFrzsBbeiS 
[8797] COMMIT_BUY,BqhMWgFe1n 
[8798] COMMIT_BUY,ojovZ9YLZM 
[8799] COMMIT_BUY,kul4JJSoHc 
[8800] COMMIT_BUY,umhaEY4lil 
[8801] BUY,xFrzsBbeiS,BMO,152.01 
[8802] COMMIT_BUY,xFrzsBbeiS 
[8803] COMMIT_BUY,CqOb5G0hB4 
[8804] DISPLAY_SUMMARY,ojovZ9YLZM 
[8805] QUOTE,xFrzsBbeiS,PFE 
[8806] ADD,CqOb5G0hB4,79460.92 
[8807] SET_BUY_AMOUNT,kul4JJSoHc,ALK,562.01 
[8808] QUOTE,w69hSQMdyy,INO 
[8809] ADD,LwNQpkd8mr,61771.77 
[8810] ADD,w69hSQMdyy,73444.47 
[8811] SET_SELL_AMOUNT,ojovZ9YLZM,NIO,461.18 
[8812] SET_SELL_TRIGGER,jzi5Fg2GGS,ZIM,166.04 
[8813] DISPLAY_SUMMARY,sYJRWa0Mih 
[8814] CANCEL_SET_BUY,BqhMWgFe1n,CNQ 
[8815] DISPLAY_SUMMARY,CqOb5G0hB4 
[8816] SET_SELL_TRIGGER,ojovZ9YLZM,NIO,157.55 
[8817] ADD,jzi5Fg2GGS,75329.67 
[8818] COMMIT_SELL,BqhMWgFe1n 
[8819] QUOTE,xFrzsBbeiS,BNS 
[8820] BUY,w69hSQMdyy,PFE,563.37 
[8821] DISPLAY_SUMMARY,CqOb5G0hB4 
[8822] CANCEL_SELL,w69hSQMdyy 
[8823] BUY,BqhMWgFe1n,ENB,575.66 
[8824] DISPLAY_SUMMARY,ojovZ9YLZM 
[8825] SET_SELL_AMOUNT,LwNQpkd8mr,CLF,190.22 
[8826] BUY,jzi5Fg2GGS,AAT,52.17 
[8827] CANCEL_SET_BUY,ojovZ9YLZM,RRC 
[8828] QUOTE,ojovZ9YLZM,HBB 
[8829] BUY,CqOb5G0hB4,INO,723.05 
[8830] SET_SELL_TRIGGER,BqhMWgFe1n,VET,20.49 
[8831] ADD,BqhMWgFe1n,77819.26 
[8832] COMMIT_SELL,w69hSQMdyy 
[8833] ADD,sYJRWa0Mih,60760.44 
[8834] CANCEL_BUY,jzi5Fg2GGS 
[8835] QUOTE,BqhMWgFe1n,AC 
[8836] SET_SELL_TRIGGER,LwNQpkd8mr,CLF,50.97 
[8837] QUOTE,xFrzsBbeiS,AMD 
[8838] SET_BUY_TRIGGER,kul4JJSoHc,OXY,196.27 
[8839] QUOTE,sYJRWa0Mih,CLF 
[8840] CANCEL_BUY,jzi5Fg2GGS 
[8841] SET_BUY_AMOUNT,LwNQpkd8mr,SLI,723.74 
[8842] BUY,sYJRWa0Mih,BMO,373.26 
[8843] COMMIT_BUY,sYJRWa0Mih 
[8844] SET_BUY_AMOUNT,CqOb5G0hB4,BTU,635.46 
[8845] DISPLAY_SUMMARY,w69hSQMdyy 
[8846] CANCEL_SET_BUY,CqOb5G0hB4,CNQ 
[8847] SET_BUY_AMOUNT,w69hSQMdyy,DDS,41.36 
[8848] DISPLAY_SUMMARY,umhaEY4lil 
[8849] BUY,jzi5Fg2GGS,BNS,102.21 
[8850] SET_BUY_TRIGGER,sYJRWa0Mih,IPI,98.61 
[8851] ADD,kul4JJSoHc,90187.05 
[8852] CANCEL_BUY,ojovZ9YLZM 
[8853] SET_BUY_TRIGGER,LwNQpkd8mr,VET,619.65 
[8854] CANCEL_SET_SELL,CqOb5G0hB4,INO 
[8855] BUY,kul4JJSoHc,TRP,609.83 
[8856] COMMIT_BUY,kul4JJSoHc 
[8857] SELL,umhaEY4lil,CVE,200.78 
[8858] COMMIT_SELL,LwNQpkd8mr 
[8859] ADD,BqhMWgFe1n,84623.84 
[8860] QUOTE,BqhMWgFe1n,BMO 
[8861] CANCEL_BUY,CqOb5G0hB4 
[8862] BUY,BqhMWgFe1n,HBB,629.87 
[8863] CANCEL_SET_BUY,ojovZ9YLZM,PDS 
[8864] QUOTE,LwNQpkd8mr,BNS 
[8865] QUOTE,ojovZ9YLZM,NIO 
[8866] BUY,LwNQpkd8mr,ALK,354.71 
[8867] CANCEL_SET_BUY,CqOb5G0hB4,ABB 
[8868] SET_BUY_TRIGGER,w69hSQMdyy,AAT,10.91 
[8869] COMMIT_BUY,BqhMWgFe1n 
[8870] COMMIT_SELL,umhaEY4lil 
[8871] BUY,w69hSQMdyy,MVO,465.83 
[8872] BUY,umhaEY4lil,HCC,177.53 
[8873] COMMIT_BUY,w69hSQMdyy 
[8874] BUY,w69hSQMdyy,XOM,723.03 
[8875] CANCEL_SET_SELL,jzi5Fg2GGS,HPK 
[8876] QUOTE,jzi5Fg2GGS,SU 
[8877] CANCEL_BUY,xFrzsBbeiS 
[8878] SET_SELL_TRIGGER,sYJRWa0Mih,HPK,122.16 
[8879] QUOTE,ojovZ9YLZM,BMO 
[8880] DISPLAY_SUMMARY,CqOb5G0hB4 
[8881] CANCEL_SELL,umhaEY4lil 
[8882] DISPLAY_SUMMARY,sYJRWa0Mih 
[8883] COMMIT_BUY,umhaEY4lil 
[8884] SET_BUY_AMOUNT,xFrzsBbeiS,AME,168.29 
[8885] COMMIT_BUY,w69hSQMdyy 
[8886] BUY,BqhMWgFe1n,NRT,259.71 
[8887] SELL,kul4JJSoHc,SU,570.11 
[8888] QUOTE,umhaEY4lil,MVO 
[8889] COMMIT_BUY,BqhMWgFe1n 
[8890] DISPLAY_SUMMARY,xFrzsBbeiS 
[8891] BUY,w69hSQMdyy,DDS,117.76 
[8892] DISPLAY_SUMMARY,umhaEY4lil 
[8893] CANCEL_SET_BUY,CqOb5G0hB4,SU 
[8894] BUY,CqOb5G0hB4,BTO,385.26 
[8895] BUY,sYJRWa0Mih,TRP,252.16 
[8896] SELL,umhaEY4lil,AR,705.04 
[8897] SET_SELL_AMOUNT,xFrzsBbeiS,AC,596.03 
[8898] COMMIT_BUY,jzi5Fg2GGS 
[8899] SET_SELL_TRIGGER,ojovZ9YLZM,AMD,126.44 
[8900] SET_SELL_TRIGGER,LwNQpkd8mr,PFE,169.68 
[8901] ADD,ojovZ9YLZM,34330.99 
[8902] COMMIT_BUY,sYJRWa0Mih 
[8903] DISPLAY_SUMMARY,xFrzsBbeiS 
[8904] QUOTE,ojovZ9YLZM,HBB 
[8905] COMMIT_BUY,CqOb5G0hB4 
[8906] BUY,jzi5Fg2GGS,BTU,672.93 
[8907] SET_BUY_TRIGGER,kul4JJSoHc,BRD,146.53 
[8908] COMMIT_BUY,jzi5Fg2GGS 
[8909] COMMIT_SELL,umhaEY4lil 
[8910] SELL,LwNQpkd8mr,DIS,179.63 
[8911] SET_BUY_TRIGGER,w69hSQMdyy,CVE,115.71 
[8912] CANCEL_SELL,xFrzsBbeiS 
[8913] CANCEL_SET_BUY,w69hSQMdyy,AAT 
[8914] COMMIT_BUY,CqOb5G0hB4 
[8915] SET_SELL_TRIGGER,ojovZ9YLZM,AMD,150.50 
[8916] BUY,xFrzsBbeiS,BTU,289.06 
[8917] CANCEL_BUY,jzi5Fg2GGS 
[8918] DISPLAY_SUMMARY,BqhMWgFe1n 
[8919] DISPLAY_SUMMARY,kul4JJSoHc 
[8920] DISPLAY_SUMMARY,ojovZ9YLZM 
[8921] COMMIT_BUY,xFrzsBbeiS 
[8922] CANCEL_SET_SELL,jzi5Fg2GGS,AC 
[8923] QUOTE,BqhMWgFe1n,HPK 
[8924] SELL,jzi5Fg2GGS,AMD,225.94 
[8925] CANCEL_BUY,LwNQpkd8mr 
[8926] COMMIT_BUY,umhaEY4lil 
[8927] COMMIT_SELL,jzi5Fg2GGS 
[8928] SELL,LwNQpkd8mr,SU,239.47 
[8929] COMMIT_BUY,LwNQpkd8mr 
[8930] SELL,w69hSQMdyy,ZIM,508.19 
[8931] BUY,LwNQpkd8mr,NIO,235.15 
[8932] CANCEL_SET_BUY,xFrzsBbeiS,ALK 
[8933] SELL,xFrzsBbeiS,BTO,41.74 
[8934] COMMIT_BUY,LwNQpkd8mr 
[8935] COMMIT_BUY,BqhMWgFe1n 
[8936] CANCEL_SET_BUY,sYJRWa0Mih,PFE 
[8937] CANCEL_SELL,LwNQpkd8mr 
[8938] COMMIT_BUY,umhaEY4lil 
[8939] SET_SELL_TRIGGER,w69hSQMdyy,AME,174.67 
[8940] SET_SELL_AMOUNT,xFrzsBbeiS,SLI,372.24 
[8941] SET_SELL_TRIGGER,xFrzsBbeiS,SLI,316.41 
[8942] CANCEL_SET_SELL,BqhMWgFe1n,XOM 
[8943] CANCEL_SET_BUY,umhaEY4lil,SU 
[8944] BUY,xFrzsBbeiS,LAC,687.33 
[8945] COMMIT_BUY,xFrzsBbeiS 
[8946] BUY,kul4JJSoHc,ABB,636.15 
[8947] BUY,CqOb5G0hB4,HPK,167.24 
[8948] COMMIT_BUY,CqOb5G0hB4 
[8949] SELL,sYJRWa0Mih,RRC,587.24 
[8950] QUOTE,xFrzsBbeiS,AMD 
[8951] COMMIT_BUY,BqhMWgFe1n 
[8952] QUOTE,umhaEY4lil,ALK 
[8953] BUY,CqOb5G0hB4,NIO,576.75 
[8954] QUOTE,xFrzsBbeiS,INO 
[8955] CANCEL_BUY,CqOb5G0hB4 
[8956] SET_SELL_TRIGGER,LwNQpkd8mr,SU,151.76 
[8957] ADD,ojovZ9YLZM,53615.22 
[8958] ADD,CqOb5G0hB4,65114.36 
[8959] QUOTE,CqOb5G0hB4,FPH 
[8960] CANCEL_SELL,umhaEY4lil 
[8961] BUY,BqhMWgFe1n,BTO,528.62 
[8962] BUY,ojovZ9YLZM,ZIM,655.72 
[8963] ADD,LwNQpkd8mr,39816.58 
[8964] BUY,xFrzsBbeiS,TRP,541.33 
[8965] COMMIT_BUY,kul4JJSoHc 
[8966] COMMIT_BUY,kul4JJSoHc 
[8967] BUY,CqOb5G0hB4,RRC,731.59 
[8968] DISPLAY_SUMMARY,w69hSQMdyy 
[8969] SET_SELL_TRIGGER,CqOb5G0hB4,DDS,45.44 
[8970] COMMIT_BUY,xFrzsBbeiS 
[8971] DISPLAY_SUMMARY,BqhMWgFe1n 
[8972] SET_SELL_TRIGGER,jzi5Fg2GGS,INO,75.80 
[8973] CANCEL_BUY,jzi5Fg2GGS 
[8974] COMMIT_SELL,jzi5Fg2GGS 
[8975] COMMIT_SELL,sYJRWa0Mih 
[8976] CANCEL_SET_SELL,jzi5Fg2GGS,AAL 
[8977] SET_BUY_TRIGGER,CqOb5G0hB4,DIS,79.65 
[8978] CANCEL_SELL,w69hSQMdyy 
[8979] QUOTE,LwNQpkd8mr,BNS 
[8980] SELL,LwNQpkd8mr,SU,279.07 
[8981] SELL,CqOb5G0hB4,AAL,610.62 
[8982] DISPLAY_SUMMARY,jzi5Fg2GGS 
[8983] COMMIT_BUY,w69hSQMdyy 
[8984] ADD,kul4JJSoHc,93514.91 
[8985] SELL,xFrzsBbeiS,AR,217.69 
[8986] COMMIT_SELL,BqhMWgFe1n 
[8987] BUY,kul4JJSoHc,RRC,153.44 
[8988] COMMIT_SELL,xFrzsBbeiS 
[8989] COMMIT_SELL,w69hSQMdyy 
[8990] CANCEL_SELL,umhaEY4lil 
[8991] COMMIT_SELL,BqhMWgFe1n 
[8992] QUOTE,ojovZ9YLZM,AC 
[8993] QUOTE,jzi5Fg2GGS,BNS 
[8994] QUOTE,CqOb5G0hB4,BNS 
[8995] BUY,umhaEY4lil,BTU,564.68 
[8996] CANCEL_SELL,ojovZ9YLZM 
[8997] ADD,jzi5Fg2GGS,73500.06 
[8998] BUY,jzi5Fg2GGS,ENB,304.23 
[8999] QUOTE,jzi5Fg2GGS,FPH 
[9000] BUY,sYJRWa0Mih,HPK,387.00 
[9001] ADD,w69hSQMdyy,79696.30 
[9002] COMMIT_SELL,LwNQpkd8mr 
[9003] SET_SELL_TRIGGER,xFrzsBbeiS,OXY,49.74 
[9004] COMMIT_BUY,kul4JJSoHc 
[9005] SELL,sYJRWa0Mih,BMO,302.66 
[9006] BUY,w69hSQMdyy,CNR,529.98 
[9007] SELL,w69hSQMdyy,ABB,541.23 
[9008] SET_BUY_TRIGGER,jzi5Fg2GGS,TD,3.66 
[9009] COMMIT_BUY,umhaEY4lil 
[9010] DISPLAY_SUMMARY,BqhMWgFe1n 
[9011] QUOTE,jzi5Fg2GGS,CNR 
[9012] DISPLAY_SUMMARY,ojovZ9YLZM 
[9013] COMMIT_SELL,sYJRWa0Mih 
[9014] COMMIT_BUY,xFrzsBbeiS 
[9015] COMMIT_SELL,ojovZ9YLZM 
[9016] COMMIT_SELL,w69hSQMdyy 
[9017] CANCEL_SELL,LwNQpkd8mr 
[9018] CANCEL_SET_SELL,umhaEY4lil,OXY 
[9019] SET_SELL_AMOUNT,BqhMWgFe1n,CNR,11.95 
[9020] QUOTE,CqOb5G0hB4,IPI 
[9021] COMMIT_SELL,LwNQpkd8mr 
[9022] CANCEL_SET_SELL,w69hSQMdyy,HCC 
[9023] BUY,jzi5Fg2GGS,GME,376.23 
[9024] ADD,ojovZ9YLZM,53058.82 
[9025] SET_SELL_AMOUNT,CqOb5G0hB4,OXY,585.49 
[9026] BUY,sYJRWa0Mih,XOM,450.18 
[9027] BUY,w69hSQMdyy,AMR,270.25 
[9028] QUOTE,LwNQpkd8mr,AMR 
[9029] SET_BUY_AMOUNT,xFrzsBbeiS,AMR,707.45 
[9030] SET_BUY_TRIGGER,xFrzsBbeiS,TD,674.07 
[9031] ADD,kul4JJSoHc,72955.57 
[9032] SET_SELL_TRIGGER,CqOb5G0hB4,OXY,446.16 
[9033] CANCEL_SELL,sYJRWa0Mih 
[9034] ADD,xFrzsBbeiS,95453.04 
[9035] BUY,kul4JJSoHc,HBB,346.64 
[9036] QUOTE,ojovZ9YLZM,HBB 
[9037] BUY,ojovZ9YLZM,SLI,41.66 
[9038] BUY,sYJRWa0Mih,SLI,735.00 
[9039] SELL,CqOb5G0hB4,AR,374.14 
[9040] COMMIT_BUY,LwNQpkd8mr 
[9041] SET_BUY_TRIGGER,ojovZ9YLZM,PDS,148.39 
[9042] BUY,LwNQpkd8mr,BRD,589.12 
[9043] COMMIT_SELL,umhaEY4lil 
[9044] SET_SELL_TRIGGER,BqhMWgFe1n,CNR,5.48 
[9045] COMMIT_BUY,w69hSQMdyy 
[9046] CANCEL_SELL,w69hSQMdyy 
[9047] QUOTE,kul4JJSoHc,XOM 
[9048] COMMIT_BUY,LwNQpkd8mr 
[9049] DISPLAY_SUMMARY,w69hSQMdyy 
[9050] COMMIT_BUY,jzi5Fg2GGS 
[9051] CANCEL_SET_BUY,CqOb5G0hB4,GME 
[9052] QUOTE,xFrzsBbeiS,RY 
[9053] SET_BUY_AMOUNT,BqhMWgFe1n,CPG,440.05 
[9054] BUY,BqhMWgFe1n,DVN,474.82 
[9055] ADD,w69hSQMdyy,80890.50 
[9056] CANCEL_SELL,xFrzsBbeiS 
[9057] BUY,LwNQpkd8mr,PDS,428.88 
[9058] BUY,kul4JJSoHc,NIO,498.40 
[9059] CANCEL_SET_BUY,CqOb5G0hB4,FPH 
[9060] BUY,w69hSQMdyy,NRT,615.40 
[9061] SELL,jzi5Fg2GGS,LAC,365.12 
[9062] QUOTE,ojovZ9YLZM,INO 
[9063] BUY,w69hSQMdyy,TRP,154.24 
[9064] SET_SELL_TRIGGER,w69hSQMdyy,ABB,140.09 
[9065] DISPLAY_SUMMARY,umhaEY4lil 
[9066] ADD,w69hSQMdyy,81887.89 
[9067] QUOTE,ojovZ9YLZM,CNR 
[9068] SET_SELL_AMOUNT,CqOb5G0hB4,LAC,166.71 
[9069] COMMIT_BUY,kul4JJSoHc 
[9070] COMMIT_BUY,kul4JJSoHc 
[9071] COMMIT_BUY,LwNQpkd8mr 
[9072] BUY,LwNQpkd8mr,MVO,178.59 
[9073] BUY,ojovZ9YLZM,NRT,320.16 
[9074] DISPLAY_SUMMARY,xFrzsBbeiS 
[9075] COMMIT_BUY,BqhMWgFe1n 
[9076] SET_SELL_AMOUNT,w69hSQMdyy,INO,17.78 
[9077] SET_SELL_TRIGGER,w69hSQMdyy,INO,8.78 
[9078] COMMIT_SELL,jzi5Fg2GGS 
[9079] DISPLAY_SUMMARY,xFrzsBbeiS 
[9080] CANCEL_BUY,LwNQpkd8mr 
[9081] ADD,BqhMWgFe1n,79050.35 
[9082] COMMIT_BUY,sYJRWa0Mih 
[9083] SET_BUY_AMOUNT,sYJRWa0Mih,LAC,136.44 
[9084] SET_BUY_TRIGGER,sYJRWa0Mih,NRT,108.47 
[9085] CANCEL_SET_SELL,CqOb5G0hB4,LAC 
[9086] SELL,kul4JJSoHc,DIS,600.50 
[9087] COMMIT_SELL,umhaEY4lil 
[9088] COMMIT_SELL,kul4JJSoHc 
[9089] DISPLAY_SUMMARY,xFrzsBbeiS 
[9090] DISPLAY_SUMMARY,LwNQpkd8mr 
[9091] SET_SELL_AMOUNT,jzi5Fg2GGS,AME,95.40 
[9092] CANCEL_SELL,umhaEY4lil 
[9093] CANCEL_SET_BUY,LwNQpkd8mr,IPI 
[9094] SET_SELL_TRIGGER,jzi5Fg2GGS,AME,18.79 
[9095] BUY,kul4JJSoHc,LXU,506.74 
[9096] CANCEL_BUY,CqOb5G0hB4 
[9097] COMMIT_BUY,ojovZ9YLZM 
[9098] DISPLAY_SUMMARY,LwNQpkd8mr 
[9099] QUOTE,BqhMWgFe1n,CPG 
[9100] CANCEL_BUY,ojovZ9YLZM 
[9101] CANCEL_SET_SELL,xFrzsBbeiS,AC 
[9102] COMMIT_BUY,kul4JJSoHc 
[9103] SET_SELL_TRIGGER,LwNQpkd8mr,AMD,111.46 
[9104] SET_BUY_TRIGGER,CqOb5G0hB4,CPG,92.89 
[9105] SET_BUY_TRIGGER,w69hSQMdyy,DVN,37.61 
[9106] QUOTE,BqhMWgFe1n,HCC 
[9107] ADD,ojovZ9YLZM,69123.92 
[9108] CANCEL_SELL,sYJRWa0Mih 
[9109] SET_BUY_TRIGGER,ojovZ9YLZM,XOM,42.67 
[9110] DISPLAY_SUMMARY,w69hSQMdyy 
[9111] SET_BUY_AMOUNT,LwNQpkd8mr,CNR,318.08 
[9112] SET_BUY_TRIGGER,kul4JJSoHc,VET,188.80 
[9113] ADD,xFrzsBbeiS,53370.01 
[9114] CANCEL_SET_SELL,BqhMWgFe1n,VET 
[9115] CANCEL_SET_SELL,w69hSQMdyy,GME 
[9116] SET_BUY_TRIGGER,LwNQpkd8mr,ENB,226.97 
[9117] BUY,kul4JJSoHc,BNS,465.14 
[9118] SET_SELL_AMOUNT,sYJRWa0Mih,AAL,150.22 
[9119] SET_BUY_TRIGGER,LwNQpkd8mr,RRC,130.82 
[9120] SET_BUY_AMOUNT,CqOb5G0hB4,RRC,33.33 
[9121] CANCEL_BUY,kul4JJSoHc 
[9122] COMMIT_SELL,jzi5Fg2GGS 
[9123] QUOTE,LwNQpkd8mr,LXU 
[9124] SELL,kul4JJSoHc,BTO,648.27 
[9125] QUOTE,LwNQpkd8mr,ENB 
[9126] QUOTE,LwNQpkd8mr,HCC 
[9127] SET_SELL_TRIGGER,sYJRWa0Mih,AAL,39.06 
[9128] SET_SELL_AMOUNT,sYJRWa0Mih,AMR,309.76 
[9129] COMMIT_SELL,jzi5Fg2GGS 
[9130] BUY,LwNQpkd8mr,LAC,655.61 
[9131] SET_BUY_TRIGGER,CqOb5G0hB4,ALK,25.53 
[9132] SET_SELL_TRIGGER,sYJRWa0Mih,AMR,107.61 
[9133] SET_SELL_TRIGGER,sYJRWa0Mih,CLF,18.17 
[9134] DISPLAY_SUMMARY,BqhMWgFe1n 
[9135] COMMIT_SELL,kul4JJSoHc 
[9136] CANCEL_SET_BUY,xFrzsBbeiS,DDS 
[9137] SELL,w69hSQMdyy,HCC,613.79 
[9138] COMMIT_SELL,CqOb5G0hB4 
[9139] CANCEL_SET_SELL,ojovZ9YLZM,XOM 
[9140] ADD,ojovZ9YLZM,102163.44 
[9141] SET_SELL_TRIGGER,CqOb5G0hB4,AC,84.22 
[9142] BUY,ojovZ9YLZM,RRC,282.76 
[9143] CANCEL_SET_BUY,xFrzsBbeiS,BNS 
[9144] CANCEL_SET_SELL,jzi5Fg2GGS,AME 
[9145] SET_SELL_TRIGGER,LwNQpkd8mr,CLF,40.01 
[9146] COMMIT_SELL,w69hSQMdyy 
[9147] DISPLAY_SUMMARY,CqOb5G0hB4 
[9148] DISPLAY_SUMMARY,xFrzsBbeiS 
[9149] ADD,BqhMWgFe1n,49707.68 
[9150] SELL,LwNQpkd8mr,LAC,149.02 
[9151] SET_SELL_AMOUNT,xFrzsBbeiS,AAT,19.55 
[9152] CANCEL_SET_BUY,ojovZ9YLZM,ENB 
[9153] BUY,jzi5Fg2GGS,PFE,685.90 
[9154] CANCEL_SELL,jzi5Fg2GGS 
[9155] ADD,CqOb5G0hB4,76855.32 
[9156] SELL,kul4JJSoHc,ENB,144.30 
[9157] DISPLAY_SUMMARY,jzi5Fg2GGS 
[9158] SELL,CqOb5G0hB4,XOM,58.86 
[9159] SELL,ojovZ9YLZM,HPK,737.30 
[9160] ADD,sYJRWa0Mih,75867.62 
[9161] COMMIT_SELL,umhaEY4lil 
[9162] CANCEL_SET_SELL,ojovZ9YLZM,PFE 
[9163] CANCEL_SET_SELL,kul4JJSoHc,INO 
[9164] SET_SELL_TRIGGER,LwNQpkd8mr,AAT,58.52 
[9165] CANCEL_BUY,CqOb5G0hB4 
[9166] QUOTE,kul4JJSoHc,BRD 
[9167] QUOTE,umhaEY4lil,BTO 
[9168] DISPLAY_SUMMARY,LwNQpkd8mr 
[9169] SET_BUY_AMOUNT,ojovZ9YLZM,NIO,267.47 
[9170] DISPLAY_SUMMARY,CqOb5G0hB4 
[9171] BUY,sYJRWa0Mih,AAL,36.04 
[9172] BUY,jzi5Fg2GGS,ZIM,197.20 
[9173] BUY,BqhMWgFe1n,NRT,168.34 
[9174] BUY,w69hSQMdyy,RY,12.99 
[9175] SELL,BqhMWgFe1n,AME,476.26 
[9176] CANCEL_SELL,jzi5Fg2GGS 
[9177] COMMIT_SELL,BqhMWgFe1n 
[9178] DISPLAY_SUMMARY,LwNQpkd8mr 
[9179] COMMIT_SELL,BqhMWgFe1n 
[9180] COMMIT_BUY,sYJRWa0Mih 
[9181] BUY,kul4JJSoHc,AAT,255.24 
[9182] CANCEL_SELL,jzi5Fg2GGS 
[9183] COMMIT_BUY,kul4JJSoHc 
[9184] CANCEL_SET_BUY,sYJRWa0Mih,XOM 
[9185] CANCEL_SET_SELL,jzi5Fg2GGS,AMR 
[9186] CANCEL_SELL,jzi5Fg2GGS 
[9187] SET_SELL_TRIGGER,xFrzsBbeiS,AAT,3.61 
[9188] BUY,LwNQpkd8mr,VET,595.65 
[9189] SELL,LwNQpkd8mr,TD,198.30 
[9190] QUOTE,CqOb5G0hB4,OXY 
[9191] ADD,w69hSQMdyy,101095.20 
[9192] SET_SELL_AMOUNT,jzi5Fg2GGS,AMR,642.61 
[9193] BUY,sYJRWa0Mih,LAC,152.97 
[9194] ADD,kul4JJSoHc,65150.22 
[9195] DISPLAY_SUMMARY,CqOb5G0hB4 
[9196] CANCEL_BUY,BqhMWgFe1n 
[9197] SET_SELL_AMOUNT,kul4JJSoHc,SLI,475.82 
[9198] CANCEL_BUY,CqOb5G0hB4 
[9199] COMMIT_SELL,LwNQpkd8mr 
